"","inds","V1","V2","V3"
"113",38,2.72759652957725,4.43713925223687,3.01210729925277
"114",38,3.52409177820283,-1.77987292462654,1.84827335690088
"115",39,0,0,1.03564748898671
"116",39,0.498486171159282,0,0.789687944310328
"117",39,0.432874209425873,1.35852982136712,0.887063725423602
"118",40,1.94068158351526,3.40771096803318,2.74094912071315
"119",40,1.1605417436228,2.32540281634884,1.99565604502849
"120",40,2.42750672742614,4.51310855054529,1.91966616119276
"121",41,2.10677015073638,3.35568181329579,1.86105764814242
"122",41,2.24563807682878,2.01731921274884,1.73407944847505
"123",41,2.82399313952905,3.09438867689582,1.60107340816183
"124",42,0,3.03588784296194,1.93658140885025
"125",42,0.450093260426108,2.89832695659923,2.77454928531704
"126",42,0,2.65408435477167,2.98188855133756
"127",43,1.00091677256905,0,1.63490344028399
"128",43,0.590603535370918,2.30855218463891,1.04481344921227
"129",43,0.501813961692091,3.06413745326553,0.899630680786535
"130",44,0.275180808728512,2.28459724443117,0.918938607819736
"131",44,0.527260563652671,1.86421932242807,0.946082221787715
"132",44,0.398966500650682,1.90091283100882,0.645310415837779
"133",45,0.393263071646454,0,0.357934969788362
"134",45,0,0,2.71788144038134
"135",45,0,1.51890934893016,3.24832977836669
"136",46,0.794701525162695,1.73435543977781,1.06278874321787
"137",46,1.13121273871922,1.98679566449545,1.83870902161933
"138",46,1.30030996124555,2.33690939440598,1.41836711770929
"139",47,2.56171213840261,2.49484581041959,1.51247143586082
"140",47,1.56673355493521,1.61578850155126,1.40070685966554
"141",47,1.80127796007705,2.30879773614477,1.3574353479884
"142",48,2.72840585092216,5.25995061255353,3.60566366527535
"143",48,1.45530815602268,5.01938782098971,3.02251313218924
"144",48,2.6805716615046,4.11285842033462,3.06735991534388
"145",49,0,0,1.1465565027429
"146",49,0.672877895398639,1.42588635011917,1.89054065049008
"147",49,0.464618326514363,0,2.47296254693236
"148",50,0,0,1.37190300758362
"149",50,0.815462522395753,0,1.63759085872792
"150",50,0,0,0.200730277108039
"151",51,2.05049069501078,2.88045512952286,1.38776329247002
"152",51,1.95059821126318,2.24601294686208,2.05060666841599
"153",51,2.66783196918975,3.25481439745262,2.82994694741989
"154",52,1.63321955408013,0,2.85722823472808
"155",52,1.5978307916277,0,2.8357716105495
"156",52,1.02320547033605,1.83693179285935,3.01550755697121
"157",53,0.887340747848674,3.50542499347528,2.06732366279511
"158",53,0.901954589325412,3.31419690706246,2.38092456783868
"159",53,0.957763226171522,3.1555819419983,2.21417853126852
"160",54,0.597801073608918,1.10664099704273,3.56641408236689
"161",54,0.890611569837629,0.901996638196893,2.24945487205443
"162",54,0,0,4.78229472961184
"163",55,1.10730652007207,3.7627847543052,2.27042771468627
"164",55,1.14282497059764,4.26395842031221,1.82859724956337
"165",55,1.10145446562725,3.36867033139119,1.7300492837644
"166",56,0,0,1.00780357483979
"167",56,0,0,1.56828024738171
"168",56,0.444616042866859,0,2.00011720370103
"169",57,0.88405720701231,1.16671716333075,1.02227288715804
"170",57,0.549924578413494,0,0.764947178308764
"171",57,0.720671538108302,0,0.953743980939377
"172",58,0.448361486754301,0,0.376919777180276
"173",58,0.888630112679313,0.866383484389366,0.314603122399017
"174",58,0.5280948084136,0,0.0389462091904498
"175",59,1.20358875077758,3.09774320162766,2.8246488842817
"176",59,1.68592905939627,2.77531024981932,2.60781352227342
"177",59,1.94068130677269,3.2309536924288,3.22773602909276
"178",60,0.392579475820188,2.98330974878322,1.7480600113659
"179",60,0.48719314665497,2.528901766193,1.75939734169094
"180",60,0.387890146323275,1.23489064933183,1.25378010819769
"181",61,1.8290678584894,3.0656845956353,3.64172409403901
"182",61,0,0,4.31940893648862
"183",61,2.56107229009945,-0.274876731612375,2.6561372819325
"184",62,1.06382912728737,0,2.40184220176996
"185",62,1.29018917280499,0,1.88518305571819
"186",62,0.93951575282108,1.19396240041319,2.5647920988726
"187",63,0.81142533489671,1.50469106547524,2.93540940518375
"188",63,0.506669541501711,1.22584185924028,-0.103212212413621
"189",63,1.21521883767682,1.55007595053685,3.28345028258627
"190",64,0.570669923187754,2.34825827609965,2.04415677507129
"191",64,0.305398772224268,0,2.11038759431602
"192",64,0.659161642514761,2.89294432972521,2.37141329395101
"193",65,0.708479119921565,2.42697082245556,1.59239310425209
"194",65,1.10369771018948,3.43201787648352,3.10174291863345
"195",65,0.499076056878941,2.15958023201355,2.17366285932233
"196",66,2.01747481457662,4.58890945299994,2.86419916153606
"197",66,1.43820595658814,3.13481865410079,2.62305351961362
"198",66,2.02391853518337,3.07991083515912,1.73311487597063
"199",67,1.21024132677512,2.95041009231348,2.82763823148446
"200",67,0.721776843843331,2.96010173015934,1.81181906202028
"201",67,0.411110284145467,2.66914754794023,2.2659059448555
"202",68,0.743551250769274,3.51894729854191,1.35520323261649
"203",68,0.711908641975083,1.36977572243105,-0.125254397758292
"204",68,0.666504078151572,2.59480628993042,0.795722811035245
"205",69,2.1799005934591,4.03062336532621,2.18444697058558
"206",69,1.19348483165081,3.432450042936,1.88527201712847
"207",69,0.904903240217751,0.623690383386067,2.50324820434398
"208",70,2.38107326670466,2.77970502608801,2.09986006000504
"209",70,1.70403666272065,2.52858557832857,2.3339954852391
"210",70,1.72222367687168,1.94877538238601,3.74050973631703
"211",71,1.94651709786236,2.03658331349029,1.80636766773306
"212",71,1.93694393558994,3.40976192318219,2.83561325671103
"213",71,2.35700337046484,3.86894030367523,2.87172527330012
"214",72,1.03740484035625,2.69597818364985,1.89322069843835
"215",72,0.585561279372279,2.39241276853184,1.83569759511571
"216",72,1.00800760744024,2.92685819938526,1.8145309400415
"217",73,1.91939659824602,3.34079815000093,1.64670638470337
"218",73,1.63759943173867,3.30528440692275,3.2323274928059
"219",73,1.90674463464935,3.5100818677337,2.93966579771819
"220",74,1.81737766297298,4.60015509801995,2.20308908010471
"221",74,1.51246167075421,2.56475266157696,2.08033482538
"222",74,0,3.31829518957599,1.94514027396234
"223",75,1.85136269391631,0,0.757361949814174
"224",75,1.74059944407873,1.38504421023097,1.29933038588215
"225",75,2.15312011159638,1.41628044357494,1.15412306315851
"226",76,0.304650590669654,0,1.24738968693191
"227",76,0,0,1.23795582168201
"228",76,0,0,1.27405919102213
"229",77,0.113506125795189,0,0.701825870772439
"230",77,0,0,1.10703330657427
"231",77,0,0,-0.0711447614698586
"232",78,1.64828780255875,0,1.32711899550432
"233",78,2.26578618779949,1.55102056847006,1.0165480810512
"234",78,1.42444948404185,0,1.58485496678532
"235",79,0.923213506188739,3.91049475136878,3.22888148274645
"236",79,1.12427635118018,3.86684402270604,2.28303968421331
"237",79,1.53595735880391,4.85312243038673,4.00270058168268
"238",80,0,0,2.89860652696983
"239",80,0.429968717198478,1.37769474292706,2.1668560420638
"240",80,0,0,2.11859260380479
"241",81,1.34228070226613,0,2.09096313872943
"242",81,0.994692707544747,1.96847097243372,2.66626168258091
"243",81,0.942161415118227,2.31885310911257,2.78456714137915
"244",82,0.987030328410591,0.960101959682407,1.25909619893844
"245",82,2.21306580343327,1.60315367498302,1.98410925216145
"246",82,0.503473500358529,0,0.474388737202105
"247",83,0.877686637571101,0.940068862390334,1.48901149454853
"248",83,1.41461160432504,1.09700982636909,0.982277543575839
"249",83,1.46704820345298,1.25235875750356,0.990029776292136
"250",84,1.12126148528897,0,1.12058922310642
"251",84,2.00341737534922,2.61998794833517,1.96609473920846
"252",84,1.297108713004,1.73428280964296,2.11087167482688
"253",85,1.03667894050726,0,0.954723762458547
"254",85,1.09994709552069,1.59250282435515,0.912311947027188
"255",85,1.06440026673102,0,0.734030658421337
"256",86,0.223855884030466,1.06395414004359,1.47932401550698
"257",86,0,0,0.74094086547199
"258",86,0,0,0.875760917556718
"259",87,1.29337021036362,1.43713121880596,1.14345543043365
"260",87,0.796291494248342,1.12850841105482,1.09795285042553
"261",87,0.829182442307231,1.010261990436,0.993748382768129
"262",88,1.72251233787271,3.18763392718805,0.997672689108108
"263",88,0,0,1.80540406510417
"264",88,1.3051906904129,2.26071275942874,1.89533145952559
"265",89,1.74774502371699,1.08489337339937,3.18100488237459
"266",89,3.01742831039519,5.43216169694505,3.18139620377737
"267",89,2.32935684182025,4.81981874547555,4.10933952373206
"268",90,0.272202717372234,0,0.58590112701501
"269",90,0.226689080789713,0,0.287405871593955
"270",90,0.56266474408661,0.880135493673912,1.68081385111455
"271",91,0.748381351562958,0,1.40054179950474
"272",91,0,0,1.26535669800293
"273",91,0.66716364546296,0,1.00606458872142
"274",92,4.41304006110603,4.96760586840151,3.31511912046006
"275",92,2.50285277616748,5.07609069139226,3.40512320276817
"276",92,2.28091704776156,7.10854523579676,4.03370453332912
"277",93,0,0,1.08683718529282
"278",93,0,1.55563691059592,2.18438532108443
"279",93,0,0,1.45180827961009
"280",94,0,0,1.3827040152652
"281",94,0.984734566136802,1.66934314737287,1.76802914263004
"282",94,1.15906089993506,1.54547886879646,1.6923135434234
"283",95,0,2.46382292282842,1.72687195615548
"284",95,0.797057051119167,3.33232254740009,3.74222036853071
"285",95,0.331532307767194,2.52434553939989,3.84192909567258
"286",96,1.00959352715245,3.49011519033792,2.13544192218936
"287",96,0.795904866415536,3.02396402742257,2.42098021785001
"288",96,0.627068860216225,3.0172018220775,1.97303668150181
"289",97,2.00956261607396,1.95029410969456,1.64612080638485
"290",97,2.26156762442189,2.12529412758723,2.06833954043141
"291",97,2.63815099903043,2.11894966288236,1.73542206353178
"292",98,1.31104909289881,0,2.0257254898502
"293",98,1.64700900167719,3.46615113073601,2.34564318361011
"294",98,1.21783255084868,3.33874190616136,2.74403695234189
"295",99,0.846560941484569,1.33947897774945,3.71736088648311
"296",99,0.579504513301189,0.852327684283742,2.96200217895574
"297",99,0.436883364632038,1.1024118142754,1.03464075913627
"298",100,2.48753265144202,3.35230996426295,1.80286097936166
"299",100,1.84956244213466,3.72319379240464,2.69187829050567
"300",100,1.4066597074479,0.832806558315229,1.7396241118588
"301",101,3.42969054776559,4.4017873693817,3.99989724493423
"302",101,2.2109498894496,4.00944785572101,4.71411564330006
"303",101,2.40454555701532,3.79467351521085,2.10952603211305
"304",102,0.868447021519569,0,1.44585901606699
"305",102,0.85407549562248,0,0.998310985784693
"306",102,0.37675341652268,0,1.02884217536926
"307",103,1.85394233698933,2.34229766196626,1.3660173039336
"308",103,2.30029862746797,2.71623028212399,2.78781481817095
"309",103,1.39578765722874,2.00179203006824,1.78125075733446
"310",104,0.687613870945607,0,2.07847561227174
"311",104,1.8660467708144,2.95204065340836,3.55848635761641
"312",104,2.047510638591,1.79402902309154,0.950833881438802
"313",105,1.06782766197386,1.22304208940726,1.81466628339297
"314",105,1.05564189526508,0,1.42369937317298
"315",105,0.910380202014008,0.00759107158016281,1.58962443214405
"316",106,3.8930414857837,4.08559338303928,1.6934523546109
"317",106,3.58997469230214,4.44381471232615,2.49077984088244
"318",106,1.84621954826374,4.85988984433078,2.53169965142137
"319",107,0.250007719265507,1.49980955559069,1.54051323423347
"320",107,0,0,2.00625961927382
"321",107,0.406453704588924,1.71275851197801,1.61659061697093
"322",108,2.90822095177921,3.22792124058799,2.5177787888462
"323",108,2.81793706765463,5.37986860230488,2.31777500175616
"324",108,1.96471394316119,2.93111259584049,2.51159194139486
"325",109,0,0,2.45200641631462
"326",109,0,0.97552194884741,1.47498342018599
"327",109,0.277243001248367,0,1.8771897140295
"328",110,0,0,1.16360365271169
"329",110,0.745953636558023,0,1.38962641986861
"330",110,0.3743090103399,0,0.63710744339099
"331",111,0.250841288420184,0,1.2469429634129
"332",111,0.527594671164539,1.38635899836706,1.5842000164503
"333",111,0,0,1.62841304966174
"334",112,0,1.47097749891879,1.36920404628793
"335",112,0,2.23884226677158,1.53744443495232
"336",112,0,1.48187873494027,1.31470151398964
"337",113,0.366990647481311,0,2.33337230371312
"338",113,0.354789137370707,0,3.77866257678555
"339",113,0.257477095318764,0,1.70494413082397
"340",114,0,0,0.0819689010769292
"341",114,0,0,0.0491916852211359
"342",114,0.250756158768956,0,0.0494696896523359
"343",115,0,0,0.980294973442716
"344",115,0,1.15335204732313,0.825589276061367
"345",115,0,1.50843579271758,1.29388714838418
"346",116,0.231868776944499,0,0.695629619850704
"347",116,0,0,0.367215201019878
"348",116,0,1.08042609947233,1.41317338373188
"349",117,1.81525240912766,2.89328286350566,1.06465810998989
"350",117,0.995344166917901,3.47657063467597,1.08316012499765
"351",117,1.3895856921454,0,0.907189875021712
"352",118,0.987298753715753,1.13414634053851,0.675290607241686
"353",118,1.00498537880009,2.44879907140627,1.6679585220062
"354",118,1.17649085254693,3.92817805785014,2.28563173256881
"355",119,1.75418763032801,3.64901834417624,2.4142012262663
"356",119,1.68541982850591,3.2065194221961,1.90666958461788
"357",119,2.3197519857912,4.20014892435567,4.27548166315556
"358",120,0.239461297660675,0,2.65071171489848
"359",120,0.309185739907258,1.39288712897289,1.96324066119591
"360",120,0.301055345861444,1.26196147021064,2.12186049924821
"361",121,0.715177072204831,3.7966245021641,2.51788412234134
"362",121,0.755971168414473,3.73202513947141,2.57846550089751
"363",121,0,3.42278803463795,3.53440886053451
"364",122,0.894226479930933,0,2.69900097549514
"365",122,1.29211052267794,2.59682539710498,2.18321365025914
"366",122,3.22196721705618,2.41438164601337,1.97339886911437
"367",123,0.493116146433784,0,2.46933097467626
"368",123,0.879733724697721,0,4.9206704829633
"369",123,0.40610856337998,0.858062042633789,2.05557035675657
"370",124,0.473306116149788,2.30985609663327,2.54785873852346
"371",124,0.788317023568563,2.39569058785006,2.90864027582153
"372",124,0.729242871102462,2.32382883166445,1.71386935057884
"373",125,0,1.5253476456187,1.67676982771453
"374",125,0,1.25707935227907,1.16720273222628
"375",125,0.15527632382574,0.0191008679337104,1.21036909581036
"376",126,1.22545673702177,2.82348059772518,1.87572345356976
"377",126,3.87096252898572,3.42468356398006,3.07305375879993
"378",126,1.1196651982573,2.37026862322206,2.59008383040287
"379",127,2.97687747708622,3.34779693242584,3.56624349906854
"380",127,2.4982588394484,0,2.73107602740898
"381",127,1.34687323590856,2.81035292383246,2.62973182412571
"382",128,3.40145229207377,3.60041170469725,3.67844300749966
"383",128,0,0,4.16947910541235
"384",128,2.49869449803859,2.72237108990116,3.20022671206041
"385",129,4.59168526667962,4.7297410692537,2.72773578544623
"386",129,2.52524694816819,5.98740048862037,4.59108821094591
"387",129,3.10444722632714,4.14452800730589,2.16574758039502
"388",130,0.557983917399722,0.904453523361182,-0.369024543439686
"389",130,0.368943132535189,0,1.44088078175855
"390",130,0.325011606816049,0,1.33785343553705
"391",131,0.653576906825335,1.32453060258182,1.72438945566857
"392",131,0.557951296776904,0.725349594106742,1.33861525220126
"393",131,0.766446237866719,1.47718313419429,1.66127674957997
"394",132,1.05412122543898,0,0.51535137645769
"395",132,1.34514981317399,1.43953332454273,0.799805587826707
"396",132,1.09293562596648,0,0.434002084274937
"397",133,0.479775997475355,1.39535328282776,1.01880464050723
"398",133,0.532392589491005,1.48003475367246,1.21312377546432
"399",133,0.541323766249013,1.41848550151084,0.674669639912011
"400",134,0.524748665032056,1.30401938188049,3.78183652337179
"401",134,0.400177527464522,1.03167940732699,1.74790686505132
"402",134,0.985824274119224,0,2.11381990225983
"403",135,0,0.528692302266868,0.708007321897527
"404",135,0,1.00058927868825,1.48007750669227
"405",135,0,0,1.81210883970751
"406",136,0.499057581508618,-0.0988191200446389,2.45528292258974
"407",136,0.947418955636704,2.77721553985096,3.57652136959986
"408",136,0,1.92300525077896,3.91030995947641
"409",137,0,0,2.16226597476962
"410",137,0,0,1.92753115811917
"411",137,0.299244514500591,0,0.468511740760797
"412",138,0,0,2.49924144109797
"413",138,0.623449594197851,0,2.43552146885328
"414",138,0.545771887394416,0,2.27203623336981
"415",139,2.29557537637675,1.98639937318771,1.69798979339132
"416",139,1.44968190278443,3.64566180373112,2.31377884198489
"417",139,1.32133500687883,4.62387405549601,2.61730832907249
"418",140,1.03143743340489,2.83223426819226,1.10733875085571
"419",140,1.6561890064139,0,1.98490499499513
"420",140,0,0,0.916863496473918
"421",141,2.57020989992731,8.85104695423596,3.12063856254371
"422",141,2.6891804272215,4.94478616812859,3.31890785411097
"423",141,2.10552003784883,4.99230753356878,4.36093990292513
"424",142,0,0,2.76063063175908
"425",142,0.301100284987999,-0.0319077915070223,-1.08192268133492
"426",142,0.491484086041933,1.33957179761745,1.06014661367061
"427",143,1.14672394516819,1.09885439775897,1.8813337400559
"428",143,0.95538074974214,0,1.56950367903994
"429",143,0.845315288751251,1.04182871623337,0.799259838859616
"430",144,0.747289007578079,0,0.644450644299899
"431",144,0.924562373297792,0,0.0640668488715345
"432",144,0.888384848149406,0,0.878106079502509
"433",145,2.45791003654803,3.25354612797169,3.04068357765111
"434",145,1.09333957262749,2.52867908565006,3.12555595483006
"435",145,0.945453064366389,3.11614692228778,2.71940953711552
"436",146,3.26858382049074,5.6413734788187,5.12701706676075
"437",146,3.04677647139033,8.07876597644695,3.62018776796664
"438",146,3.5237594834407,4.41487977784426,4.90366623147112
"439",147,1.52567222266305,2.97787329862382,2.18800532442095
"440",147,2.96539680830681,3.9282124473568,1.79824375966014
"441",147,1.53975755047066,2.23252530689968,0.110772007221846
"442",148,0,1.89787292331566,5.26706686298139
"443",148,0.547631723665712,1.58428968692015,1.55490337995232
"444",148,0.353814347378552,1.09244066707454,2.20552716506
"445",149,1.60208211129529,3.93786744231882,4.02924998388514
"446",149,1.55606235370488,3.03785076221694,-0.222475487756865
"447",149,2.90121821842481,4.51401661013942,3.54542786977078
"448",150,0.968291731364236,3.19375796958258,2.85003460465619
"449",150,1.11126173988943,4.29795741490271,2.2228897225999
"450",150,1.83322521983777,8.01588662453006,1.90695176247996
"451",151,0.930695779333387,1.16983940702928,1.95582760429945
"452",151,0.761489689574807,1.65579679202001,2.38826410831012
"453",151,1.04813249464014,1.4252093583256,2.24622090816568
"454",152,0.7017508534255,1.72005889072027,2.64998029682005
"455",152,0,1.84654860357048,2.28730414204161
"456",152,1.0574377470441,0,1.46901710141285
"457",153,0,0,1.87746005587276
"458",153,0,0,1.04073687054778
"459",153,0.48474898971242,1.24892588151839,1.12407055817836
"460",154,0.777679507169521,0,1.32001583847281
"461",154,0.959664174983485,0,1.0588913607483
"462",154,0.764650206106775,0,1.16021842013327
"463",155,0.854298936804894,1.16368084561116,0.988277072493114
"464",155,0.901748663074029,0,3.91404506984986
"465",155,0.846462351062245,0,3.18547148538681
"466",156,1.24352965880869,3.24804838554884,1.47538882310154
"467",156,1.29560068613696,2.80092774146498,1.49420910084769
"468",156,2.40082585586366,5.29696872034107,2.3747449659358
"469",157,0.978313789300039,1.24363130582138,2.72530241029303
"470",157,1.0023012753237,1.56742692510941,2.67307646631521
"471",157,0.935673793137227,0,2.68341584040383
"472",158,0,0,0.742820458586463
"473",158,0,0,0.82524899233229
"474",158,0,0,1.73707057950222
"475",159,0.52268927437998,2.87033142070373,1.04254006130254
"476",159,1.22293721356508,2.99477399656978,2.2427398897328
"477",159,1.5775494880766,3.6635761080838,2.30398298888724
"478",160,1.79885157923335,4.01546568253313,1.75052713417341
"479",160,2.59229769755931,5.93343304406966,3.57437643784683
"480",160,1.82503872495976,4.35992262785231,3.20626940412932
"481",161,1.20995438676261,0,1.28843599887204
"482",161,0,0,1.01251008832615
"483",161,0,0,1.47755259606667
"484",162,0,0,1.10608100311318
"485",162,0,0,0.999307068500178
"486",162,0.443884457131422,0,1.18354629164933
"487",163,0.755720168513808,0,3.26366667335327
"488",163,0.382908946687322,0.814919910099083,2.73490450827867
"489",163,0,1.43793452951992,2.95248022143776
"490",164,0,0,1.36288599968756
"491",164,0.850550710310219,0,1.37166885578818
"492",164,0.592697693426705,0,1.2387758698082
"493",165,0.916017501484949,1.78561587560203,2.57695543205455
"494",165,0,1.36441544149687,3.08541186281961
"495",165,0.430683050860657,1.31952081697804,2.51721001434393
"496",166,0.677558821157304,1.050520897173,2.41830378271306
"497",166,1.51136346318902,2.63358691708559,2.71916716333691
"498",166,0.651503212822049,1.21839991322358,2.78118189582219
"499",167,0.38672483753013,0,0.954316077861223
"500",167,0.397843709648726,0,1.50079183205941
"501",167,0.462033825206323,0.532878797860313,1.34824124942505
"502",168,2.54620941659719,4.12206034816151,2.49594182192769
"503",168,0,4.07716956748475,2.38466110751049
"504",168,1.48510740659546,3.65526086325203,2.88783971520037
"505",169,0,0,3.09101278057492
"506",169,0.542520901518007,4.21837690766669,4.1052900380004
"507",169,0.66235828290647,0,2.9582805371987
"508",170,1.48140144779914,2.42358946449348,3.1144990200542
"509",170,1.26883522771535,-0.752915671441769,2.08284576568823
"510",170,2.10241176305193,2.84678730905759,5.45163858451913
"511",171,2.39605251346644,2.01565839307889,2.60424013779202
"512",171,1.04771163654853,0,2.37405695438161
"513",171,2.01456293839002,2.30279734772281,2.98021161235983
"514",172,0.454972596097263,2.21375119807113,2.08896580252666
"515",172,0.424859893944313,2.87852206591901,2.68038513220236
"516",172,0.806872494907068,2.55496513419109,1.72017165418296
"517",173,1.89838649747362,0,1.06343683298035
"518",173,0.893391520097289,0,1.42368078403748
"519",173,1.12800109533945,1.10996980048519,1.64355953935266
"520",174,2.01769043949205,0,1.66838645467013
"521",174,1.69212304969345,1.21840648851927,1.69022840493974
"522",174,1.78864921355173,1.52344412338565,2.10773526863849
"523",175,6.5067026790882,3.78846361434055,1.01557472387776
"524",175,4.33559419216304,4.04371776925263,5.55385382507058
"525",175,3.84770465111866,4.40925715095185,3.08934028238638
"526",176,0.94065811500226,2.70126707103065,1.79417579192294
"527",176,0.613510756061671,2.30397689625676,2.6475354209048
"528",176,0.488994693703955,2.39510920305204,2.01259811864427
"529",177,0.636444369752081,2.62063306703859,3.25461014635297
"530",177,0,2.17991370210332,3.36720138137268
"531",177,0,2.77509237969049,2.89788145763491
"532",178,1.63111683968284,3.64161742439009,2.21045802734591
"533",178,1.25907409352963,2.99995608092457,2.26190922881881
"534",178,1.40310292839524,1.90758399631539,1.8580267915013
"535",179,0.704555151517267,1.72625687699545,1.8440382541197
